Locus	Identity	Coverage	Alignment Length	Allele Length	Gaps	Allele	name_file
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_255_S68/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_255_S68/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_255_S68/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_269_Sal/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_269_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_269_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_269_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_269_Sal/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_269_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_269_Sal/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_2_S38/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_2_S38/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_2_S38/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_2_S38/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_2_S38/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_2_S38/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_2_S38/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_14/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_14/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_14/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_14/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_14/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_14/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_14/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_2_S59/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_2_S59/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_2_S59/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_2_S59/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_2_S59/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_2_S59/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_2_S59/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_6_S95/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_6_S95/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_6_S95/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_6_S95/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_6_S95/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_6_S95/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_6_S95/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_288_Sal/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_288_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_288_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_288_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_288_Sal/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_288_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_288_Sal/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_21/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_21/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_21/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_21/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_21/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_21/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_21/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_14_S85/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_14_S85/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_14_S85/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_14_S85/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_14_S85/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_14_S85/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_14_S85/results_tab.tsv
FIA	100.0	100.0	383	383	0	FIA_8	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_25/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_25/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_25/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_25/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_25/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_25/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_25/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_8_S97/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_8_S97/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_8_S97/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_8_S97/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_8_S97/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_8_S97/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_8_S97/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_2_S10/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_2_S10/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_2_S10/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_2_S10/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_2_S10/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_2_S10/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_2_S10/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_03/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_03/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_03/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_03/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_03/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_03/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_03/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_9_S98/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_9_S98/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_9_S98/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_9_S98/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_9_S98/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_9_S98/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_9_S98/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_15/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_15/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_15/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_15/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_15/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_15/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_15/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_238_Sal/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_238_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_238_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_238_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_238_Sal/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_238_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_238_Sal/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_190_1_S42/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_190_1_S42/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_190_1_S42/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_190_1_S42/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_190_1_S42/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_190_1_S42/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_190_1_S42/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_3_S92/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_3_S92/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_3_S92/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_3_S92/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_3_S92/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_3_S92/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_3_S92/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_13/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_13/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_13/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_13/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_13/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_13/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_13/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_220_S109/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_220_S109/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_220_S109/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_220_S109/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_220_S109/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_220_S109/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_220_S109/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_206_S47/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_206_S47/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_206_S47/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_206_S47/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_206_S47/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_206_S47/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_206_S47/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_397_Sal/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_397_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_397_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_397_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_397_Sal/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_397_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_397_Sal/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_16_S105/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_16_S105/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_16_S105/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_16_S105/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_16_S105/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_16_S105/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_16_S105/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_20/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_20/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_20/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_20/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_20/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_20/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_20/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_10/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_10/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_10/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_10/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_10/results_tab.tsv
