snp-dists 0.6.3,ISLHD_2017_10_S81,ISLHD_2017_11_S82,ISLHD_2017_12_S83,ISLHD_2017_13_S84,ISLHD_2017_14_S85,ISLHD_2017_15_S86,ISLHD_2017_16_S87,ISLHD_2017_17_S88,ISLHD_2017_18_S89,ISLHD_2017_1_S76,ISLHD_2017_2_S116,ISLHD_2017_3_S117,ISLHD_2017_4_S118,ISLHD_2017_5_S77,ISLHD_2017_6_S119,ISLHD_2017_7_S78,ISLHD_2017_8_S79,ISLHD_2017_9_S80,ISLHD_2018_10_S99,ISLHD_2018_11_S100,ISLHD_2018_12_S101,ISLHD_2018_13_S102,ISLHD_2018_14_S103,ISLHD_2018_15_S104,ISLHD_2018_16_S105,ISLHD_2018_17_S106,ISLHD_2018_1_S90,ISLHD_2018_2_S91,ISLHD_2018_3_S92,ISLHD_2018_4_S93,ISLHD_2018_5_S94,ISLHD_2018_6_S95,ISLHD_2018_7_S96,ISLHD_2018_8_S97,ISLHD_2018_9_S98,ISLHD_2019_01,ISLHD_2019_02,ISLHD_2019_03,ISLHD_2019_04,ISLHD_2019_05,ISLHD_2019_06,ISLHD_2019_07,ISLHD_2019_08,ISLHD_2019_09,ISLHD_2019_10,ISLHD_2019_11,ISLHD_2019_12,ISLHD_2019_13,ISLHD_2019_14,ISLHD_2019_15,ISLHD_2019_16,ISLHD_2019_17,ISLHD_2019_18,ISLHD_2019_19,ISLHD_2019_20,ISLHD_2019_21,ISLHD_2019_22,ISLHD_2019_23,ISLHD_2019_24,ISLHD_2019_25,ISLHD_2019_26,ISLHD_2019_27,ISLHD_2019_28,ISLHD_2019_29,ISLHD_2019_30,MD_6_A10,MD_6_A11,MD_6_A12,MD_6_A8,MD_6_A9,MD_6_B10,MD_6_B11,MD_6_B12,MD_6_B8,MD_6_B9,MD_6_C10,MD_6_C11,MD_6_C12,MD_6_C8,MD_6_C9,MD_6_D10,MD_6_D11,MD_6_D12,MD_6_D8,MD_6_D9,MD_6_E10,MD_6_E11,MD_6_E12,MD_6_E8,MD_6_E9,MD_6_F10,MD_6_F11,MD_6_F12,MD_6_F8,MD_6_F9,MD_6_G10,MD_6_G11,MD_6_G8,MD_6_G9,MD_6_H10,MD_6_H11,MD_6_H7,MD_6_H8,MD_6_H9,MD_7_A1,MD_7_A2,MD_7_A3,MD_7_B1,MD_7_B2,MD_7_C1,MD_7_C2,MD_7_D1,MD_7_D2,MD_7_E1,MD_7_E2,MD_7_F1,MD_7_F2,MD_7_G1,MD_7_G2,MD_7_H1,MD_7_H2,SG19_084_Sal,SG19_116_05_E_coli,SG19_116_Sal,SG19_171_Sal,SG19_182_Sal,SG19_233_Sal,SG19_238_Sal,SG19_269_Sal,SG19_284_Sal,SG19_288_Sal,SG19_292_Sal,SG19_298_Sal,SG19_327_Sal,SG19_334_Sal,SG19_380_Sal,SG19_397_Sal,SG19_400_Sal,SIML_2017_01,SIML_2017_02,SIML_2017_03,SIML_2017_04,SIML_2017_05,SIML_2017_06,SIML_2017_07,SIML_2017_08,SIML_2017_09,SIML_2017_10,SIML_2017_13,SIML_2017_14,SIML_2017_15,SIML_2017_16,SIML_2017_18,SIML_2017_19,SIML_2017_21,SIML_2017_22,SIML_2017_23,SIML_2017_24,SIML_2019_02,SIML_2019_04,SIML_2019_05,SIML_2019_06,SIML_2019_07,SIML_2019_08,SIML_2019_09,SIML_2019_10,SIML_2019_11,SIML_2019_12,SIML_2019_13,SIML_2019_14,SIML_2019_15,Seagull_18_100_1_S16,Seagull_18_100_2_S17,Seagull_18_117_1_S21,Seagull_18_117_2_S22,Seagull_18_117_3_S23,Seagull_18_124_1_S26,Seagull_18_132_1_S29,Seagull_18_132_2_S30,Seagull_18_163_1_S37,Seagull_18_163_2_S38,Seagull_18_165_S107,Seagull_18_172_S40,Seagull_18_190_1_S42,Seagull_18_190_2_S43,Seagull_18_206_S47,Seagull_18_220_S109,Seagull_18_240_1_S58,Seagull_18_240_2_S59,Seagull_18_255_S68,Seagull_18_90_1_S9,Seagull_18_90_2_S10,Seagull_18_96_1_S14,Seagull_18_96_2_S15,W_1_B11,W_1_C11,W_1_D11,W_1_E11,W_1_F11,W_1_G11,W_1_H11
ISLHD_2017_2_S116,34353,27904,29462,29459,91,29022,27907,29445,27900,28134,0,27832,40033,29459,30118,26717,39815,27949,27892,27875,33873,34355,29441,27933,27961,33865,27944,26675,27900,29019,28173,28930,27861,27857,27944,30127,27366,29451,30043,30074,27950,39643,27865,33813,27991,33868,33810,33827,27948,27962,33865,33816,29457,39870,36,27906,39807,29412,28578,28575,23219,30215,27879,26669,30229,39877,27942,28540,27945,27945,27947,27944,27948,27953,27952,27946,27966,27944,27862,39858,27948,27945,33530,27951,39813,36067,27944,30219,27854,28543,27947,35917,30219,28236,33866,27946,39522,27942,27942,33690,27948,27862,36077,37,27941,27945,33542,34275,27947,27948,27943,30222,27949,27931,36081,27949,33536,33544,30111,27863,30225,30215,28982,28965,27963,28779,28983,27520,39668,30039,30230,33930,33753,34343,28985,27891,33933,27895,26739,30107,27951,27871,27878,27957,28966,39647,26715,26713,33807,34606,29013,28985,27944,27960,39786,27953,27870,33632,236,29021,27894,28273,40032,27891,29022,29031,27626,29067,27879,30219,29464,27895,27895,28194,28190,28191,39910,31064,31064,28194,28193,28196,28192,28194,28197,28192,28192,28180,28187,28191,28101,28102,29251,29253,30605,28160,33832,28158,33831,28262,33864
ISLHD_2017_3_S117,33315,352,28456,28453,27765,28081,350,28442,344,26996,27832,0,40040,28448,29903,27474,39950,404,341,322,33121,33316,28451,392,401,33111,414,27444,353,28077,26435,27788,322,14961,405,29908,408,28455,29852,29903,395,39884,14970,33203,26728,33122,33183,33203,394,407,33112,33195,28453,39961,27836,348,39968,28422,27860,27856,23280,28313,37,27426,28314,39982,402,27651,401,400,406,400,403,406,401,407,416,404,14968,40004,407,401,33173,405,39993,35267,406,28312,14947,27657,405,35134,28307,26800,33106,400,39667,401,401,32884,403,14965,35278,27830,401,402,33184,33259,405,407,401,28313,405,400,35277,405,33172,33186,29900,14953,28314,28311,28873,28858,416,27563,28876,425,39789,29845,28323,33211,33148,33303,28878,343,33216,343,25704,29892,416,14974,44,402,28033,39882,27473,27473,33179,33886,28066,28039,405,406,39715,418,321,32733,27877,28079,342,26590,40253,51,28080,28083,8669,28109,37,28317,28455,50,50,660,661,662,39993,30394,30390,663,662,663,662,661,662,662,662,662,664,662,577,578,28293,28291,30253,26866,33215,26864,33209,26808,33111
ISLHD_2017_4_S118,36973,40063,40082,40081,39961,40000,40069,40078,40066,39467,40033,40040,0,40080,39092,40339,22947,40098,40060,40038,37975,36980,40095,40083,40116,37966,40110,40274,40065,39985,40000,39994,40002,39814,40111,39095,39500,40072,39106,39075,40102,22976,39823,38343,39979,37979,38344,38359,40099,40120,37972,38347,40080,23486,40047,40068,22972,40057,40161,40157,34017,39325,40049,40294,39322,24230,40094,40419,40085,40097,40093,40096,40104,40107,40106,40095,40123,40094,39815,22956,40110,40091,37719,40105,22945,42197,40111,39321,39818,40422,40098,42047,39316,40051,37962,40092,24201,40086,40092,37909,40096,39823,42204,40031,40090,40095,37725,36909,40101,40109,40094,39320,40100,40063,42209,40105,37723,37734,39085,39827,39321,39329,40596,40583,40107,40031,40598,39495,22713,39104,39332,37604,38310,36963,40597,40054,37607,40063,36770,39082,40107,39830,40014,40116,39905,22981,40343,40337,38341,36569,39963,39952,40095,40122,22989,40110,40034,38296,40058,39990,40062,39938,24674,40065,39992,39982,40183,39996,40051,39322,40075,40063,40053,40337,40338,40339,22256,40364,40382,40339,40337,40341,40339,40341,40341,40334,40339,40337,40331,40334,40252,40253,39835,39833,40611,40179,38351,40175,38370,40070,37965
ISLHD_2017_5_S77,33379,28518,18,16,29385,28887,28519,12,28504,29249,29459,28448,40080,0,30270,28871,39788,28554,28506,28481,32777,33381,94,28544,28562,32770,28567,28835,28516,28890,28646,29120,28462,28602,28552,30274,28050,36,30214,30223,28553,39866,28609,33066,28944,32777,33063,33074,28553,28567,32767,33077,14,39820,29457,28514,39809,227,29147,29148,24448,30102,28491,28828,30116,39785,28553,29231,28549,28553,28547,28552,28556,28553,28557,28549,28575,28549,28608,39829,28553,28555,32614,28554,39809,35306,28550,30110,28589,29239,28552,35169,30110,28778,32774,28553,39521,28549,28550,32749,28557,28607,35314,29456,28551,28553,32628,33325,28548,28551,28553,30106,28550,28532,35327,28555,32620,32630,30258,28595,30116,30108,29928,29907,28576,28916,29921,28187,39568,30214,30119,33288,33034,33371,29926,28509,33295,28510,26537,30258,28572,28614,28488,28562,28841,39873,28867,28863,33059,33922,28882,28857,28555,28565,39815,28575,28480,32751,29480,28894,28509,29134,40036,28502,28897,28895,28667,28929,28489,30104,13,28505,28504,28810,28806,28807,39888,30914,30915,28812,28811,28809,28811,28809,28810,28807,28811,28804,28804,28809,28718,28719,29635,29638,30623,28376,33082,28371,33078,28797,32770
ISLHD_2017_6_S119,32249,29955,30263,30261,30051,29378,29957,30256,29950,29702,30118,29903,39092,30270,0,29817,38888,29986,29942,29920,31125,32253,30268,29967,29997,31120,30007,29769,29949,29373,29124,29815,29900,29870,29988,4,29480,30252,432,17,29986,39008,29883,31715,29546,31128,31708,31724,29989,30002,31124,31711,30260,38961,30118,29956,38904,30252,30035,30035,25105,28788,29921,29778,28800,38882,29985,29790,29981,29985,29983,29984,29994,29984,29988,29984,30008,29984,29881,38938,29985,29980,31577,29983,38912,35345,29985,28789,29866,29794,29976,35187,28790,29458,31121,29982,38762,29985,29982,30795,29984,29876,35358,30111,29982,29985,31585,32170,29980,29984,29985,28790,29983,29968,35356,29989,31581,31586,22,29878,28793,28790,30436,30427,29989,30116,30444,29548,38814,438,28801,31999,31676,32239,30441,29942,32004,29948,27060,18,30004,29883,29928,29991,29324,39018,29821,29815,31705,32519,29363,29327,29988,29999,38860,30009,29918,31533,30146,29373,29945,29555,39413,29935,29382,29376,30205,29416,29923,28793,30263,29935,29935,30227,30222,30223,38975,31219,31217,30229,30227,30227,30228,30228,30228,30222,30228,30225,30229,30223,30137,30138,30038,30039,31572,28775,31732,28771,31723,29476,31118
ISLHD_2017_7_S78,34012,27512,28865,28868,26676,28466,27515,28853,27502,29015,26717,27474,40339,28871,29817,0,40027,27556,27501,27484,33333,34014,28880,27537,27564,33329,27572,309,27508,28466,27882,28381,27467,27753,27555,29820,27116,28853,29804,29802,27554,39994,27765,33478,28330,33334,33463,33485,27556,27569,33332,33473,28869,40137,26724,27514,40024,28846,28122,28121,23858,29696,27489,299,29710,40239,27556,28618,27552,27560,27553,27557,27559,27560,27561,27551,27586,27550,27760,40067,27559,27558,33380,27557,40024,35367,27555,29699,27748,28620,27555,35223,29701,28129,33333,27556,39865,27551,27552,33291,27564,27758,35380,26720,27556,27556,33379,33959,27551,27552,27557,29701,27554,27533,35384,27561,33382,33378,29813,27762,29708,29698,29250,29235,27554,27888,29247,27215,39954,29803,29712,33354,33421,34003,29250,27501,33364,27505,26242,29812,27576,27764,27487,27563,28410,40002,15,15,33459,34149,28453,28429,27558,27570,39974,27580,27482,33165,26756,28462,27503,28104,40187,27497,28464,28468,27850,28505,27484,29699,28871,27500,27500,27798,27791,27792,40154,30805,30804,27798,27796,27795,27799,27795,27797,27794,27799,27792,27792,27797,27699,27700,28871,28870,30430,27936,33481,27934,33485,28163,33324
ISLHD_2017_8_S79,36650,39984,39783,39789,39751,39864,39992,39774,39990,39354,39815,39950,22947,39788,38888,40027,0,40010,39976,39960,37733,36651,39797,40016,40030,37721,40020,39972,39983,39854,39751,40142,39924,39716,40029,38895,39399,39789,38908,38868,40019,24259,39709,38199,39811,37734,38197,38217,40019,40034,37726,38209,39785,14608,39822,39992,177,39747,39810,39807,33945,38915,39966,39989,38916,24136,40008,40381,40001,40012,40015,40010,40018,40029,40020,40016,40039,40013,39717,157,40031,40007,37601,40028,157,41937,40029,38916,39696,40384,40022,41797,38910,39932,37725,40010,23837,39999,40007,37578,40018,39713,41951,39819,40007,40010,37602,36585,40021,40024,40009,38910,40023,39967,41948,40019,37602,37610,38887,39715,38921,38917,40511,40492,40024,40006,40503,39398,23778,38898,38921,37320,38172,36641,40508,39978,37322,39980,36689,38880,40016,39725,39928,40029,39780,24265,40030,40023,38191,36643,39846,39821,40012,40036,22524,40021,39958,37943,39852,39864,39977,39741,24736,39978,39862,39861,40136,39877,39962,38911,39774,39973,39965,40246,40241,40242,6261,39944,39973,40246,40245,40246,40249,40244,40248,40242,40249,40246,40238,40246,40152,40153,39494,39492,40361,39900,38214,39896,38222,39961,37720
ISLHD_2017_9_S80,33397,387,28562,28559,27882,28157,385,28548,380,27067,27949,404,40098,28554,29986,27556,40010,0,376,358,33196,33396,28557,428,62,33186,296,27526,388,28155,26517,27867,358,15054,35,29991,289,28562,29934,29973,60,39946,15063,33316,26806,33196,33295,33316,60,69,33186,33308,28559,40019,27950,384,40028,28542,27934,27931,23375,28403,405,27508,28406,40048,6,27727,5,4,57,4,6,56,4,58,298,55,15061,40055,58,5,33275,56,40045,35339,57,28404,15040,27733,56,35206,28398,26883,33181,4,39730,4,5,32964,6,15058,35350,27945,5,6,33289,33340,56,57,5,28403,56,4,35350,8,33277,33291,29982,15046,28406,28402,28966,28950,160,27640,28970,38,39848,29927,28414,33296,33260,33385,28971,378,33301,378,25761,29974,298,15067,412,67,28111,39944,27555,27555,33292,33959,28144,28115,8,34,39778,300,357,32822,27995,28157,377,26681,40320,419,28158,28161,8753,28187,405,28408,28560,418,418,512,512,513,40055,30460,30456,514,513,513,513,512,512,512,513,513,514,513,427,428,28369,28367,30370,26952,33329,26950,33322,26890,33186
ISLHD_2018_10_S99,33345,51,28514,28511,27824,28109,49,28502,251,27022,27892,341,40060,28506,29942,27501,39976,376,0,229,33147,33346,28507,365,373,33137,385,27470,52,28105,26463,27815,229,14986,377,29947,381,28513,29890,29929,367,39914,14996,33255,26752,33148,33232,33255,366,379,33138,33246,28511,39983,27899,47,39993,28473,27890,27887,23328,28339,342,27452,28339,40004,374,27671,373,372,378,372,375,378,373,379,387,376,14992,40030,379,373,33222,377,40019,35294,378,28338,14973,27676,377,35160,28333,26822,33132,372,39699,373,373,32909,375,14990,35305,27888,373,374,33236,33288,377,379,373,28339,377,372,35304,377,33224,33238,29939,14977,28340,28337,28914,28899,389,27603,28917,396,39810,29883,28349,33235,33199,33333,28919,6,33244,6,25729,29931,387,14999,349,374,28061,39912,27500,27496,33230,33912,28094,28067,377,378,39743,389,228,32760,27937,28106,5,26625,40285,356,28108,28111,8689,28136,342,28343,28513,355,355,633,634,635,40022,30417,30413,636,635,636,635,634,635,635,635,635,637,635,550,551,28318,28321,30336,26890,33267,26888,33261,26832,33137
ISLHD_2018_11_S100,33324,240,28487,28487,27806,28085,238,28473,42,27007,27875,322,40038,28481,29920,27484,39960,358,229,0,33125,33325,28484,346,355,33117,368,27452,241,28080,26448,27790,42,14968,359,29925,361,28487,29866,29907,349,39893,14977,33237,26733,33128,33217,33237,348,361,33118,33228,28486,39962,27877,236,39978,28453,27865,27861,23313,28322,323,27435,28323,39981,356,27650,355,354,360,354,357,360,355,361,370,358,14975,40013,361,355,33206,359,40002,35273,360,28320,14953,27656,359,35141,28316,26806,33113,354,39678,355,355,32888,357,14972,35285,27873,355,356,33216,33269,359,361,355,28322,359,354,35283,359,33205,33218,29917,14960,28323,28319,28887,28869,369,27575,28885,381,39791,29861,28331,33212,33182,33313,28889,231,33217,231,25700,29909,370,14980,330,356,28037,39891,27483,27483,33213,33887,28070,28043,359,360,39721,372,1,32744,27919,28083,230,26595,40262,337,28084,28086,8670,28113,323,28325,28488,336,336,613,613,614,40005,30394,30389,615,614,615,615,613,614,614,615,615,616,615,529,530,28293,28293,30301,26865,33248,26863,33243,26816,33116
ISLHD_2018_12_S101,31241,33163,32777,32778,33810,33004,33166,32770,33154,33734,33873,33121,37975,32777,31125,33333,37733,33196,33147,33125,0,31238,32773,33188,33209,13,33213,33292,33156,32994,33550,33325,33105,33233,33197,31126,32668,32768,31122,31105,33196,37941,33244,30297,33466,9,30296,30303,33189,33207,16,30301,32773,37699,33872,33164,37757,32753,33322,33314,28543,32235,33137,33293,32238,37999,33190,33608,33194,33194,33192,33194,33198,33199,33205,33190,33220,33188,33235,37776,33194,33197,29798,33199,37759,36759,33190,32232,33231,33616,33193,36608,32233,33321,14,33194,37902,33190,33190,15966,33199,33240,36764,33867,33189,33194,29804,31181,33193,33192,33194,32234,33197,33158,36764,33199,29795,29803,31118,33249,32241,32231,33909,33888,33206,33574,33908,32725,37698,31122,32243,30601,30273,31229,33910,33149,30606,33150,30359,31113,33210,33246,33144,33204,32931,37941,33340,33338,30288,31029,32983,32963,33195,33207,37943,33213,33123,29981,33909,32991,33149,33215,38139,33151,32997,33001,33447,33009,33137,32237,32777,33155,33155,33446,33446,33447,37781,33910,33911,33449,33448,33451,33448,33452,33456,33444,33448,33444,33453,33446,33350,33351,33046,33044,34153,33362,30315,33360,30311,33329,10
ISLHD_2018_13_S102,31,33362,33384,33390,34281,33243,33360,33371,33349,33991,34355,33316,36980,33381,32253,34014,36651,33396,33346,33325,31238,0,33381,33370,33404,31234,33396,33966,33351,33237,33762,33828,33296,33753,33396,32269,32846,33378,32269,32247,33394,36818,33764,30378,33908,31235,30383,30392,33393,33407,31236,30392,33381,36848,34360,33357,36677,33363,33816,33807,28739,33283,33329,33965,33292,37009,33393,34269,33395,33397,33389,33397,33404,33393,33407,33386,33414,33383,33754,36691,33393,33397,29852,33394,36673,37156,33388,33281,33751,34276,33387,37026,33284,33453,31230,33396,36707,33392,33390,30764,33402,33759,37170,34351,33388,33396,29853,48,33384,33386,33393,33283,33387,33362,37168,33403,29857,29855,32260,33769,33290,33284,34662,34651,33394,34111,34663,32922,36694,32253,33296,27989,30395,42,34662,33346,27990,33348,30714,32246,33396,33765,33329,33399,33176,36824,34026,34013,30380,28335,33228,33199,33398,33409,37073,33399,33320,29821,34384,33238,33348,33722,37271,33345,33244,33237,33686,33264,33329,33281,33387,33342,33342,33626,33624,33625,36631,33962,33957,33628,33625,33630,33628,33629,33630,33624,33628,33624,33628,33626,33533,33534,33140,33139,34661,33719,30394,33717,30408,33471,31230
ISLHD_2018_14_S103,33379,28519,94,92,29371,28890,28520,88,28506,29267,29441,28451,40095,94,30268,28880,39797,28557,28507,28484,32773,33381,0,28546,28563,32764,28569,28845,28517,28894,28648,29114,28463,28613,28555,30273,28055,96,30212,30221,28555,39880,28623,33058,28946,32771,33055,33066,28558,28572,32761,33071,90,39827,29440,28513,39821,208,29150,29151,24441,30099,28494,28837,30116,39794,28558,29241,28553,28556,28549,28556,28559,28554,28560,28551,28580,28550,28622,39836,28554,28560,32629,28556,39818,35308,28551,30110,28603,29248,28555,35170,30110,28779,32770,28558,39504,28552,28555,32745,28562,28621,35321,29440,28556,28556,32641,33325,28548,28552,28558,30102,28551,28535,35330,28558,32635,32643,30263,28610,30117,30106,29933,29908,28577,28941,29922,28189,39579,30211,30115,33278,33027,33371,29928,28512,33287,28513,26542,30263,28578,28628,28490,28564,28847,39886,28875,28872,33052,33917,28888,28861,28560,28568,39830,28581,28485,32742,29461,28899,28510,29118,40051,28504,28901,28897,28656,28933,28492,30101,89,28506,28505,28814,28810,28811,39900,30906,30911,28816,28815,28811,28815,28811,28811,28811,28815,28807,28804,28814,28720,28721,29646,29643,30629,28377,33075,28372,33070,28792,32764
ISLHD_2018_15_S104,33370,376,28551,28550,27865,28135,374,28537,368,27069,27933,392,40083,28544,29967,27537,40016,428,365,346,33188,33370,28546,0,424,33179,438,27506,377,28131,26496,27850,346,15032,429,29970,433,28542,29911,29951,418,39928,15041,33295,26783,33190,33284,33295,418,431,33180,33283,28548,40014,27935,372,40024,28517,27905,27902,23370,28377,393,27489,28377,40030,426,27707,425,424,429,424,426,428,424,430,440,427,15038,40049,430,425,33260,428,40037,35317,429,28376,15027,27712,428,35186,28370,26850,33174,424,39732,424,425,32957,426,15036,35329,27931,425,426,33273,33313,428,429,425,28377,428,424,35328,428,33259,33275,29962,15033,28378,28374,28932,28914,440,27619,28932,447,39839,29908,28386,33265,33240,33358,28934,367,33270,367,25752,29954,440,15044,400,425,28089,39927,27537,27536,33278,33938,28121,28092,428,430,39767,442,345,32807,27976,28133,366,26653,40324,407,28135,28138,8731,28164,393,28381,28549,406,406,684,685,686,40046,30456,30451,687,686,686,685,685,685,685,685,685,687,685,600,601,28349,28347,30353,26919,33306,26917,33300,26861,33179
ISLHD_2018_16_S105,33404,383,28567,28567,27893,28163,381,28553,377,27073,27961,401,40116,28562,29997,27564,40030,62,373,355,33209,33404,28563,424,0,33201,293,27534,384,28160,26522,27880,355,15055,63,30001,286,28567,29941,29983,56,39976,15064,33321,26813,33211,33305,33321,56,11,33201,33312,28566,40040,27964,380,40048,28549,27945,27941,23387,28411,401,27517,28415,40061,60,27736,59,58,65,58,60,64,58,66,295,63,15063,40084,66,59,33291,64,40074,35349,65,28410,15040,27743,64,35216,28407,26887,33196,58,39752,58,59,32976,60,15059,35361,27961,59,60,33301,33350,64,65,59,28411,64,58,35360,62,33290,33303,29993,15048,28415,28408,28976,28957,157,27655,28974,92,39863,29938,28420,33306,33266,33393,28977,374,33311,375,25771,29985,294,15067,408,63,28117,39975,27564,27563,33299,33968,28150,28125,62,64,39794,297,353,32839,28003,28160,374,26685,40338,415,28164,28166,8748,28193,401,28415,28566,414,414,508,508,509,40077,30471,30466,510,509,511,511,508,510,510,511,511,512,511,425,426,28374,28374,30393,26960,33333,26958,33327,26898,33200
ISLHD_2018_17_S106,31237,33155,32770,32770,33803,32997,33158,32761,33146,33731,33865,33111,37966,32770,31120,33329,37721,33186,33137,33117,13,31234,32764,33179,33201,0,33205,33286,33147,32991,33548,33317,33095,33227,33188,31120,32659,32761,31114,31098,33188,37933,33239,30289,33460,14,30288,30295,33182,33198,13,30292,32766,37696,33864,33158,37745,32748,33315,33307,28537,32232,33129,33288,32232,37993,33181,33601,33186,33186,33184,33186,33189,33189,33194,33181,33213,33179,33229,37762,33185,33188,29792,33189,37743,36752,33180,32226,33223,33610,33184,36603,32227,33311,11,33185,37896,33181,33181,15963,33190,33235,36759,33860,33180,33185,29797,31178,33185,33182,33184,32229,33189,33148,36758,33190,29788,29796,31115,33237,32233,32224,33900,33882,33198,33568,33899,32717,37692,31116,32235,30599,30265,31227,33901,33140,30603,33140,30354,31110,33201,33239,33136,33195,32928,37936,33336,33328,30278,31022,32980,32958,33186,33199,37933,33204,33115,29977,33901,32988,33139,33206,38133,33143,32992,32997,33436,33006,33128,32229,32767,33147,33147,33439,33436,33437,37769,33903,33902,33440,33439,33442,33439,33442,33447,33436,33439,33435,33444,33438,33339,33340,33040,33038,34144,33358,30306,33356,30300,33325,7
ISLHD_2018_1_S90,33396,394,28572,28573,27872,28169,392,28558,390,27087,27944,414,40110,28567,30007,27572,40020,296,385,368,33213,33396,28569,438,293,33205,0,27541,395,28168,26533,27887,368,15047,297,30011,10,28572,29953,29993,287,39963,15057,33311,26812,33215,33296,33311,286,299,33205,33305,28571,40033,27947,392,40039,28542,27951,27947,23389,28410,415,27524,28412,40054,294,27740,293,292,299,292,295,299,293,300,98,297,15056,40073,300,293,33284,298,40064,35344,299,28407,15033,27746,298,35212,28405,26894,33200,292,39750,293,293,32979,295,15052,35356,27944,293,294,33293,33340,298,300,293,28410,298,292,35354,297,33283,33295,30004,15041,28411,28405,28970,28953,308,27661,28969,323,39856,29949,28417,33294,33255,33385,28971,387,33299,387,25798,29996,18,15060,421,294,28123,39962,27572,27571,33291,33960,28157,28132,297,298,39787,20,367,32827,27981,28167,386,26685,40331,429,28172,28174,8751,28201,415,28412,28572,428,428,550,550,551,40068,30477,30473,552,551,552,552,550,551,551,552,552,553,552,466,467,28385,28385,30385,26960,33322,26958,33317,26904,33204
ISLHD_2018_2_S91,33964,27480,28836,28838,26636,28430,27485,28816,27471,28974,26675,27444,40274,28835,29769,309,39972,27526,27470,27452,33292,33966,28845,27506,27534,33286,27541,0,27478,28430,27839,28364,27437,27717,27526,29776,27085,28823,29759,29759,27524,39945,27727,33428,28294,33294,33414,33435,27526,27539,33289,33423,28839,40070,26681,27484,39968,28810,28073,28070,23833,29663,27458,264,29679,40192,27526,28585,27520,27529,27521,27526,27528,27530,27531,27519,27555,27518,27724,40012,27529,27528,33334,27527,39970,35317,27525,29669,27710,28589,27526,35176,29670,28088,33292,27527,39806,27519,27523,33242,27533,27721,35333,26679,27526,27527,33333,33911,27520,27522,27527,29668,27524,27503,35335,27530,33335,33332,29769,27725,29678,29666,29204,29185,27523,27847,29198,27185,39909,29755,29680,33305,33371,33953,29205,27472,33314,27475,26202,29764,27546,27728,27457,27534,28376,39949,302,302,33409,34102,28419,28393,27528,27539,39916,27549,27452,33121,26715,28427,27473,28060,40142,27465,28428,28433,27820,28471,27455,29667,28840,27470,27470,27768,27761,27762,40094,30757,30758,27768,27766,27763,27768,27765,27767,27762,27768,27761,27761,27766,27668,27669,28819,28817,30369,27897,33431,27895,33435,28120,33284
ISLHD_2018_3_S92,33350,5,28522,28522,27834,28113,5,28508,263,27033,27900,353,40065,28516,29949,27508,39983,388,52,241,33156,33351,28517,377,384,33147,395,27478,0,28110,26474,27825,241,14995,389,29954,391,28523,29897,29936,378,39911,15004,33266,26764,33158,33246,33266,378,391,33148,33258,28521,39989,27904,59,40001,28489,27898,27894,23339,28350,354,27460,28351,40010,386,27683,385,384,390,384,386,389,384,391,397,388,15002,40026,391,385,33235,389,40014,35298,390,28349,14981,27691,389,35164,28344,26834,33142,384,39706,384,385,32920,386,14999,35309,27899,385,386,33246,33293,389,390,385,28350,389,384,35308,388,33234,33248,29946,14987,28351,28349,28923,28907,401,27609,28925,407,39820,29890,28360,33238,33210,33338,28927,54,33243,54,25735,29938,397,15008,361,385,28066,39910,27507,27507,33242,33921,28099,28071,388,390,39753,399,240,32769,27946,28112,53,26629,40292,368,28113,28116,8701,28142,354,28354,28523,367,367,645,646,647,40029,30427,30423,648,647,647,646,646,646,646,646,646,648,646,561,562,28327,28325,30342,26899,33278,26897,33272,26842,33147
ISLHD_2018_4_S93,33242,28114,28884,28887,28950,70,28114,28875,28103,28404,29019,28077,39985,28890,29373,28466,39854,28155,28105,28080,32994,33237,28894,28131,28160,32991,28168,28430,28110,0,27800,28792,28064,27646,28153,29377,27699,28876,29315,29370,28145,39984,27654,33386,28339,32996,33386,33391,28148,28167,32991,33393,28886,39674,29015,28114,39874,28857,28438,28438,20113,29614,28092,28416,29624,39984,28154,28552,28150,28153,28139,28152,28158,28145,28158,28140,28187,28138,27657,39894,28140,28157,32926,28145,39875,35610,28141,29615,27642,28552,28143,35464,29616,27749,32992,28155,39891,28149,28152,32888,28159,27653,35626,29015,28152,28153,32937,33166,28138,28143,28156,29615,28141,28128,35625,28156,32934,32940,29364,27654,29624,29616,29298,29282,28172,28880,29293,27773,39670,29312,29626,33206,33344,33233,29299,28107,33214,28107,282,29366,28175,27654,28089,28155,96,39995,28464,28460,33385,33792,56,305,28157,28165,39914,28182,28081,32818,29066,40,28106,28237,40366,28104,84,84,28170,161,28091,29615,28886,28103,28102,28397,28394,28395,39900,30399,30399,28398,28398,28395,28399,28396,28395,28396,28399,28386,28385,28395,28301,28302,28096,28094,30426,27807,33407,27802,33399,27767,32990
