snp-dists 0.6.3,ISLHD_2017_10_S81,ISLHD_2017_11_S82,ISLHD_2017_12_S83,ISLHD_2017_13_S84,ISLHD_2017_14_S85,ISLHD_2017_15_S86,ISLHD_2017_16_S87,ISLHD_2017_17_S88,ISLHD_2017_18_S89,ISLHD_2017_2_S116,ISLHD_2017_3_S117,ISLHD_2017_4_S118,ISLHD_2017_5_S77,ISLHD_2017_6_S119,ISLHD_2017_7_S78,ISLHD_2017_8_S79,ISLHD_2017_9_S80,ISLHD_2018_10_S99,ISLHD_2018_11_S100,ISLHD_2018_12_S101,ISLHD_2018_13_S102,ISLHD_2018_14_S103,ISLHD_2018_15_S104,ISLHD_2018_16_S105,ISLHD_2018_17_S106,ISLHD_2018_1_S90,ISLHD_2018_2_S91,ISLHD_2018_3_S92,ISLHD_2018_4_S93,ISLHD_2018_5_S94,ISLHD_2018_6_S95,ISLHD_2018_7_S96,ISLHD_2018_8_S97,ISLHD_2018_9_S98,ISLHD_2019_01,ISLHD_2019_02,ISLHD_2019_03,ISLHD_2019_04,ISLHD_2019_05,ISLHD_2019_06,ISLHD_2019_07,ISLHD_2019_08,ISLHD_2019_09,ISLHD_2019_10,ISLHD_2019_11,ISLHD_2019_12,ISLHD_2019_13,ISLHD_2019_14,ISLHD_2019_15,ISLHD_2019_16,ISLHD_2019_17,ISLHD_2019_18,ISLHD_2019_19,ISLHD_2019_20,ISLHD_2019_21,ISLHD_2019_22,ISLHD_2019_23,ISLHD_2019_24,ISLHD_2019_25,ISLHD_2019_27,ISLHD_2019_28,ISLHD_2019_29,ISLHD_2019_30,SG19_084_Sal,SG19_116.05_E.coli,SG19_116_Sal,SG19_171_Sal,SG19_182_Sal,SG19_233_Sal,SG19_238_Sal,SG19_269_Sal,SG19_284_Sal,SG19_288_Sal,SG19_292_Sal,SG19_298_Sal,SG19_327_Sal,SG19_334_Sal,SG19_380_Sal,SG19_397_Sal,SG19_400_Sal,SIML_2017_01,SIML_2017_02,SIML_2017_03,SIML_2017_04,SIML_2017_05,SIML_2017_06,SIML_2017_07,SIML_2017_08,SIML_2017_09,SIML_2017_10,SIML_2017_11,SIML_2017_13,SIML_2017_14,SIML_2017_15,SIML_2017_16,SIML_2017_18,SIML_2017_19,SIML_2017_21,SIML_2017_22,SIML_2017_23,SIML_2017_24,SIML_2019_02,SIML_2019_03,SIML_2019_04,SIML_2019_05,SIML_2019_06,SIML_2019_07,SIML_2019_08,SIML_2019_09,SIML_2019_10,SIML_2019_11,SIML_2019_12,SIML_2019_13,SIML_2019_14,SIML_2019_15,Seagull_18_100_1_S16,Seagull_18_100_2_S17,Seagull_18_117_1_S21,Seagull_18_117_2_S22,Seagull_18_117_3_S23,Seagull_18_124_1_S26,Seagull_18_132_1_S29,Seagull_18_132_2_S30,Seagull_18_154_S34,Seagull_18_163_1_S37,Seagull_18_163_2_S38,Seagull_18_165_S107,Seagull_18_172_S40,Seagull_18_190_1_S42,Seagull_18_190_2_S43,Seagull_18_206_S47,Seagull_18_220_S109,Seagull_18_240_1_S58,Seagull_18_240_2_S59,Seagull_18_255_S68,Seagull_18_89_S8,Seagull_18_90_1_S9,Seagull_18_90_2_S10,Seagull_18_96_1_S14,Seagull_18_96_2_S15,W_1_B11,W_1_D11,W_1_F11,W_1_G11,W_1_H11
SIML_2017_01,26123,22205,22734,22730,22627,243,22204,22730,22203,22620,22220,31387,22733,23765,22425,31046,22254,22197,22187,25926,26127,22713,22236,22259,25925,22271,22394,22203,238,21934,22758,22186,21751,22259,23765,22272,22727,23698,23758,22250,31191,21765,25899,22502,25924,25892,25892,22250,22265,25924,25890,22730,30937,22619,22205,31063,22721,22491,22490,23489,22220,22384,23495,23488,23025,23025,22287,22893,23025,22274,30942,23704,23493,25988,25910,26118,23028,22200,25987,22200,0,23759,22273,21758,22223,22251,242,31193,22420,22420,25737,25890,26435,235,30,22256,22255,31248,22275,22186,25664,22631,98288,240,22199,22608,31103,22233,244,244,22305,326,22220,23489,22730,22230,22230,22475,22475,22475,31023,23836,23836,22591,22476,22476,22476,22476,22475,22475,22475,22475,22476,22476,22475,22590,22475,22475,22597,22597,23992,25898,25897,22108,25923
SIML_2017_02,25281,23746,23846,23842,23863,23806,23745,23842,23746,23860,23753,30558,23847,18,23639,30305,23791,23738,23727,24305,25283,23823,23773,23798,24304,23804,23607,23744,23801,23145,23580,23724,23718,23796,18,23805,23838,349,11,23789,30397,23733,24670,23436,24303,24663,24663,23789,23804,24303,24661,23842,30433,23859,23746,30322,23831,23805,23804,22803,23753,23598,22811,22802,23751,23751,23822,24019,23751,23811,30299,355,22807,25023,24684,25274,23754,23741,25022,23741,23759,0,23806,23728,23756,23792,23805,30399,23636,23636,24706,24661,25444,23798,23760,23793,23792,30402,23808,23726,24836,23870,98069,23803,23740,23666,30414,23766,23807,23807,23967,23889,23753,22803,23842,23763,23763,24007,24007,24007,30311,24574,24574,23804,24008,24008,24008,24008,24007,24007,24007,24007,24008,24008,24007,23803,24007,24007,23821,23821,24918,24669,24668,23369,24302
SIML_2017_03,26068,316,22608,22604,21778,22314,315,22604,318,21773,364,31360,22607,23812,21749,31149,235,309,299,25799,26072,22585,356,240,25798,12,21717,317,22312,21125,22088,298,12022,240,23812,13,22610,23763,23805,231,31138,12036,26001,21046,25797,25984,25994,231,246,25797,25992,22604,31118,21772,316,31174,22595,21792,21791,22421,364,21704,22429,22420,22671,22671,267,21992,22671,255,31127,23769,22425,25948,26014,26063,22674,312,25947,312,22273,23806,0,12031,367,234,22316,31140,21746,21746,25879,25982,26446,22309,22274,237,236,31241,2,298,25619,21781,98439,22314,311,21216,31142,377,22318,22318,7056,22400,364,22421,22604,374,374,464,464,464,31143,23805,23805,22738,465,465,465,465,464,464,464,464,465,465,464,22737,464,464,22770,22770,23818,26000,25999,21376,25796
SIML_2017_04,26211,11968,22475,22471,21731,21800,11967,22471,11964,21726,11979,31178,22474,23734,21994,30871,12014,11961,11946,25743,26215,22452,11996,12019,25742,12029,21962,11969,21798,20396,21995,11945,47,12019,23734,12030,22467,23722,23727,12010,31004,61,25859,20707,25741,25852,25852,12010,12025,25741,25850,22471,30825,21725,11968,30886,22463,21829,21828,22749,11979,21950,22757,22748,22422,22422,12046,21868,22422,12034,30935,23728,22755,25843,25872,26206,22425,11964,25842,11964,21758,23728,12031,0,11982,12013,21802,31006,21991,21991,25798,25850,26385,21795,21759,12016,12014,30940,12033,11945,25516,21733,98228,21800,11963,21123,30926,11992,21804,21804,11841,21886,11979,22749,22471,11989,11989,12241,12241,12241,30868,23739,23739,22331,12242,12242,12242,12242,12241,12241,12241,12241,12242,12242,12241,22330,12241,12241,22370,22370,23706,25858,25857,21028,25740
SIML_2017_05,26021,305,22560,22556,21737,22264,304,22556,303,21732,37,31314,22559,23762,21695,31105,350,296,284,25751,26025,22537,341,355,25750,365,21663,306,22262,21075,22040,283,11973,355,23762,366,22562,23713,23755,346,31091,11987,25957,21007,25749,25940,25950,346,361,25749,25948,22556,31074,21731,303,31130,22547,21748,21747,22373,13,21650,22381,22372,22617,22617,382,21942,22617,370,31082,23719,22377,25900,25970,26016,22620,299,25899,299,22223,23756,367,11982,0,349,22266,31093,21692,21692,25831,25938,26398,22259,22224,352,351,31193,369,283,25572,21740,98365,22264,298,21162,31092,36,22268,22268,7007,22350,13,22373,22556,23,23,579,579,579,31097,23760,23760,22689,580,580,580,580,579,579,579,579,580,580,579,22688,579,579,22721,22721,23746,25956,25955,21328,25748
SIML_2017_06,26053,302,22595,22591,21768,22292,301,22591,300,21763,346,31344,22594,23798,21733,31136,45,293,281,25783,26057,22572,338,50,25782,232,21701,303,22290,21108,22075,280,12004,50,23798,233,22597,23749,23791,33,31124,12018,25988,21040,25781,25971,25981,33,56,25781,25979,22591,31105,21762,300,31161,22582,21774,21773,22406,346,21688,22414,22405,22656,22656,137,21978,22656,65,31112,23755,22410,25933,26001,26048,22659,296,25932,296,22251,23792,234,12013,349,0,22294,31126,21730,21730,25863,25969,26430,22287,22252,47,46,31227,236,280,25606,21771,98429,22292,295,21200,31124,359,22296,22296,7038,22378,346,22406,22591,356,356,422,422,422,31130,23790,23790,22722,423,423,423,423,422,422,422,422,423,423,422,22721,422,422,22754,22754,23802,25987,25986,21364,25780
SIML_2017_07,26170,22248,22782,22778,22671,83,22247,22778,22246,22664,22263,31432,22781,23811,22467,31088,22297,22240,22230,25969,26174,22761,22279,22302,25968,22314,22436,22246,76,21980,22800,22229,21796,22302,23811,22315,22775,23744,23804,22293,31231,21810,25940,22547,25967,25933,25933,22293,22308,25967,25931,22778,30979,22663,22248,31105,22769,22540,22539,23534,22263,22426,23540,23533,23070,23070,22330,22936,23070,22317,30985,23750,23538,26031,25951,26165,23073,22243,26030,22243,242,23805,22316,21802,22266,22294,0,31233,22462,22462,25782,25931,26477,73,245,22299,22298,31290,22318,22229,25710,22675,98334,78,22242,22655,31146,22276,84,84,22350,165,22263,23534,22778,22273,22273,22518,22518,22518,31064,23883,23883,22635,22519,22519,22519,22519,22518,22518,22518,22518,22519,22519,22518,22634,22518,22518,22641,22641,24035,25939,25938,22151,25966
SIML_2017_08,28434,31078,30946,30942,30813,31234,31077,30942,31074,30808,31090,17962,30945,30405,31099,19052,31127,31068,31057,29331,28438,30925,31108,31132,29330,31138,31071,31078,31228,30812,30998,31054,30999,31132,30405,31139,30938,30404,30398,31123,2,31011,29294,30946,29329,29285,29285,31121,31138,29329,29283,30942,18973,30807,31076,19072,30929,31024,31023,30460,31090,31059,30466,30459,31302,31302,31155,30980,31302,31147,12709,30410,30466,29145,29304,28427,31305,31071,29144,31071,31193,30399,31140,31006,31093,31126,31233,0,31096,31096,29052,29283,28572,31227,31194,31129,31128,18639,31142,31056,29374,30815,97994,31232,31070,31143,19228,31103,31234,31234,31237,31311,31090,30460,30942,31100,31100,31343,31343,31343,18861,31213,31213,30913,31344,31344,31344,31344,31343,31343,31343,31343,31344,31344,31343,30912,31343,31343,30890,30890,31314,29293,29292,30908,29328
SIML_2017_09,26481,21678,22826,22822,21292,22461,21677,22822,21679,21289,21689,31319,22825,23642,11,30989,21731,21671,21664,25886,26486,22803,21714,21736,25885,21744,237,21678,22458,22088,22733,21661,21982,21736,23642,21745,22818,23623,23635,21727,31094,21996,25970,22376,25884,25965,25965,21727,21742,25884,25963,22822,31029,21288,21676,31006,22809,22197,22196,23477,21689,232,23483,23476,22895,22895,21761,22303,22895,21751,31031,23629,23481,25897,25986,26475,22898,21674,25896,21674,22420,23636,21746,21991,21692,21730,22462,31096,0,0,25840,25963,26467,22455,22421,21733,21732,31252,21748,21663,25725,21297,98335,22460,21673,22179,30849,21700,22462,22462,21981,22546,21689,23477,22822,21699,21699,21948,21948,21948,31023,23972,23972,22908,21949,21949,21949,21949,21948,21948,21948,21948,21949,21949,21948,22907,21948,21948,22866,22866,23859,25969,25968,22448,25883
SIML_2017_10,26481,21678,22826,22822,21292,22461,21677,22822,21679,21289,21689,31319,22825,23642,11,30989,21731,21671,21664,25886,26486,22803,21714,21736,25885,21744,237,21678,22458,22088,22733,21661,21982,21736,23642,21745,22818,23623,23635,21727,31094,21996,25970,22376,25884,25965,25965,21727,21742,25884,25963,22822,31029,21288,21676,31006,22809,22197,22196,23477,21689,232,23483,23476,22895,22895,21761,22303,22895,21751,31031,23629,23481,25897,25986,26475,22898,21674,25896,21674,22420,23636,21746,21991,21692,21730,22462,31096,0,0,25840,25963,26467,22455,22421,21733,21732,31252,21748,21663,25725,21297,98335,22460,21673,22179,30849,21700,22462,22462,21981,22546,21689,23477,22822,21699,21699,21948,21948,21948,31023,23972,23972,22908,21949,21949,21949,21949,21948,21948,21948,21948,21949,21949,21948,22907,21948,21948,22866,22866,23859,25969,25968,22448,25883
SIML_2017_11,23452,25815,25572,25568,25908,25783,25816,25568,25815,25903,25828,29301,25571,24712,25843,29175,25862,25808,25796,23069,23456,25549,25846,25869,23068,25877,25813,25815,25778,25810,25753,25795,25789,25867,24712,25878,25564,24712,24705,25860,29050,25803,22643,25624,23067,22636,22636,25860,25875,23067,22634,25568,29117,25902,25811,29192,25554,25884,25883,25185,25828,25801,25191,25184,26202,26202,25893,26014,26202,25882,28876,24718,25191,22471,22655,23445,26205,25811,22470,25811,25737,24706,25879,25798,25831,25863,25782,29052,25840,25840,0,22634,22896,25775,25738,25864,25863,29307,25881,25795,22313,25913,97987,25780,25810,25899,28900,25841,25784,25784,26052,25860,25828,25185,25568,25838,25838,26087,26087,26087,29077,26713,26713,25654,26088,26088,26088,26088,26087,26087,26087,26087,26088,26088,26087,25653,26087,26087,25635,25635,26621,22642,22641,25724,23066
SIML_2017_13,23669,25919,25673,25669,26310,25934,25920,25669,25922,26305,25935,29602,25672,24667,25966,29492,25970,25914,25904,23226,23675,25650,25960,25975,23225,25980,25938,25921,25929,25816,25776,25903,25843,25975,24667,25981,25675,24667,24660,25964,29281,25857,51,25988,23224,2,40,25964,25981,23224,38,25669,29360,26304,25921,29519,25655,26088,26087,25398,25935,25926,25406,25397,26353,26353,26000,26150,26353,25990,29185,24671,25404,23013,61,23664,26356,25917,23012,25917,25890,24661,25982,25850,25938,25969,25931,29283,25963,25963,22634,0,23886,25926,25891,25972,25971,29357,25984,25903,22078,26315,98324,25931,25916,26068,29151,25948,25935,25935,26112,26013,25935,25398,25669,25945,25945,26192,26192,26192,29398,26416,26416,25837,26193,26193,26193,26193,26192,26192,26192,26192,26193,26193,26192,25836,26192,26192,25825,25825,26661,50,49,25836,23223
SIML_2017_14,22639,26380,26515,26511,26806,26479,26379,26511,26380,26799,26395,28409,26514,25450,26472,28449,26431,26373,26359,24168,22643,26492,26411,26436,24167,26444,26441,26381,26473,26650,26256,26360,26378,26436,25450,26445,26507,25462,25443,26427,28570,26390,23895,26311,24166,23888,23888,26427,26442,24166,23886,26511,28536,26798,26380,28465,26499,26606,26605,25872,26395,26431,25880,25871,26673,26673,26459,26756,26673,26451,28365,25466,25878,22679,23907,22632,26676,26376,22678,26376,26435,25444,26446,26385,26398,26430,26477,28572,26467,26467,22896,23886,0,26470,26436,26433,26432,28456,26448,26358,23898,26810,97956,26475,26375,26552,28407,26408,26480,26480,26746,26551,26395,25872,26511,26405,26405,26657,26657,26657,28413,26961,26961,26310,26658,26658,26658,26658,26657,26657,26657,26657,26658,26658,26657,26309,26657,26657,26308,26308,27130,23894,23893,26445,24165
SIML_2017_15,26163,22241,22775,22771,22664,52,22240,22771,22239,22657,22256,31425,22774,23804,22460,31081,22290,22233,22223,25962,26167,22754,22272,22295,25961,22307,22429,22239,43,21973,22793,22222,21789,22295,23804,22308,22768,23737,23797,22286,31225,21803,25935,22540,25960,25928,25928,22286,22301,25960,25926,22771,30972,22656,22241,31098,22762,22533,22532,23527,22256,22419,23533,23526,23063,23063,22323,22929,23063,22310,30978,23743,23531,26024,25946,26158,23066,22236,26023,22236,235,23798,22309,21795,22259,22287,73,31227,22455,22455,25775,25926,26470,0,238,22292,22291,31284,22311,22222,25701,22668,98324,45,22235,22648,31140,22269,65,65,22343,158,22256,23527,22771,22266,22266,22511,22511,22511,31058,23876,23876,22628,22512,22512,22512,22512,22511,22511,22511,22511,22512,22512,22511,22627,22511,22511,22634,22634,24028,25934,25933,22144,25959
SIML_2017_16,26124,22206,22735,22731,22628,246,22205,22731,22204,22621,22221,31388,22734,23766,22426,31049,22255,22198,22188,25927,26128,22714,22237,22260,25926,22272,22395,22204,241,21935,22759,22187,21752,22260,23766,22273,22728,23699,23759,22251,31192,21766,25900,22503,25925,25893,25893,22251,22266,25925,25891,22731,30938,22620,22206,31066,22722,22492,22491,23490,22221,22385,23496,23489,23026,23026,22288,22894,23026,22275,30941,23705,23494,25989,25911,26119,23029,22201,25988,22201,30,23760,22274,21759,22224,22252,245,31194,22421,22421,25738,25891,26436,238,0,22257,22256,31249,22276,22187,25665,22632,98289,243,22200,22609,31104,22234,247,247,22306,329,22221,23490,22731,22231,22231,22476,22476,22476,31026,23837,23837,22592,22477,22477,22477,22477,22476,22476,22476,22476,22477,22477,22476,22591,22476,22476,22598,22598,23993,25899,25898,22109,25924
SIML_2017_18,26056,305,22598,22594,21769,22297,304,22594,303,21764,349,31347,22597,23799,21736,31139,8,296,284,25786,26060,22575,341,49,25785,235,21704,306,22295,21109,22078,283,12007,29,23799,236,22600,23750,23792,44,31127,12021,25991,21043,25784,25974,25984,44,55,25784,25982,22594,31108,21763,303,31164,22585,21775,21774,22409,349,21691,22417,22408,22659,22659,140,21977,22659,28,31115,23756,22413,25936,26004,26051,22662,299,25935,299,22256,23793,237,12016,352,47,22299,31129,21733,21733,25864,25972,26433,22292,22257,0,25,31230,239,283,25609,21772,98436,22297,298,21203,31127,362,22301,22301,7041,22383,349,22409,22594,359,359,425,425,425,31133,23793,23793,22725,426,426,426,426,425,425,425,425,426,426,425,22724,425,425,22757,22757,23801,25990,25989,21367,25783
SIML_2017_19,26055,304,22597,22593,21768,22296,303,22593,302,21763,348,31346,22596,23798,21735,31138,23,295,283,25785,26059,22574,340,48,25784,234,21703,305,22294,21108,22077,282,12005,28,23798,235,22599,23749,23791,43,31126,12019,25990,21042,25783,25973,25983,43,54,25783,25981,22593,31107,21762,302,31163,22584,21774,21773,22408,348,21690,22416,22407,22658,22658,139,21976,22658,43,31114,23755,22412,25935,26003,26050,22661,298,25934,298,22255,23792,236,12014,351,46,22298,31128,21732,21732,25863,25971,26432,22291,22256,25,0,31229,238,282,25608,21771,98433,22296,297,21202,31126,361,22300,22300,7040,22382,348,22408,22593,358,358,424,424,424,31132,23792,23792,22724,425,425,425,425,424,424,424,424,425,425,424,22723,424,424,22756,22756,23800,25989,25988,21365,25782
SIML_2017_21,28630,31181,31098,31094,30930,31292,31180,31094,31179,30925,31190,18062,31097,30408,31255,17618,31228,31171,31160,29421,28634,31085,31210,31231,29420,31239,31226,31181,31287,30933,30942,31157,30933,31233,30408,31240,31090,30398,30401,31224,18637,30945,29368,30995,29419,29359,29359,31222,31237,29419,29357,31094,17403,30924,31175,17634,31089,31232,31231,30659,31190,31214,30665,30658,31328,31328,31259,31212,31328,31248,18912,30404,30665,29050,29379,28623,31331,31174,29049,31174,31248,30402,31241,30940,31193,31227,31290,18639,31252,31252,29307,29357,28456,31284,31249,31230,31229,0,31243,31159,29579,30934,97954,31288,31173,31353,18626,31201,31293,31293,31273,31369,31190,30659,31094,31200,31200,31447,31447,31447,17317,31256,31256,31007,31448,31448,31448,31448,31447,31447,31447,31447,31448,31448,31447,31006,31447,31447,30986,30986,31447,29367,29366,31090,29418
SIML_2017_22,26070,318,22610,22606,21780,22316,317,22606,320,21775,366,31362,22609,23814,21751,31151,237,311,301,25801,26074,22587,358,242,25800,14,21719,319,22314,21127,22090,300,12024,242,23814,15,22612,23765,23807,233,31140,12038,26003,21048,25799,25986,25996,233,248,25799,25994,22606,31120,21774,318,31176,22597,21794,21793,22423,366,21706,22431,22422,22673,22673,269,21994,22673,257,31129,23771,22427,25950,26016,26065,22676,314,25949,314,22275,23808,2,12033,369,236,22318,31142,21748,21748,25881,25984,26448,22311,22276,239,238,31243,0,300,25621,21783,98441,22316,313,21218,31144,379,22320,22320,7058,22402,366,22423,22606,376,376,466,466,466,31145,23807,23807,22740,467,467,467,467,466,466,466,466,467,467,466,22739,466,466,22772,22772,23820,26002,26001,21378,25798
SIML_2017_23,25989,182,22528,22524,21703,22227,181,22524,34,21698,280,31276,22527,23732,21666,31072,281,173,1,25716,25993,22505,272,286,25715,296,21634,183,22225,21043,22006,32,11936,286,23732,297,22530,23683,23725,277,31054,11950,25922,20972,25714,25905,25915,277,292,25714,25913,22524,31038,21697,180,31097,22515,21709,21708,22341,280,21621,22349,22340,22580,22580,313,21908,22580,301,31047,23689,22345,25863,25935,25984,22583,176,25862,176,22186,23726,298,11945,283,280,22229,31056,21663,21663,25795,25903,26358,22222,22187,283,282,31159,300,0,25538,21706,98362,22227,175,21132,31059,293,22231,22231,6972,22313,280,22341,22524,290,290,510,510,510,31065,23725,23725,22653,511,511,511,511,510,510,510,510,511,511,510,22652,510,510,22685,22685,23732,25921,25920,21295,25713
SIML_2017_24,23580,25556,25740,25736,26205,25709,25555,25736,25555,26198,25569,29865,25739,24842,25728,29604,25607,25549,25539,23356,23586,25717,25586,25612,23355,25617,25703,25556,25704,25753,25685,25538,25509,25612,24842,25618,25734,24855,24835,25603,29372,25523,22073,25672,23354,22080,22080,25603,25618,23354,22078,25736,29408,26197,25556,29618,25725,25933,25932,25394,25569,25691,25402,25393,26323,26323,25634,26018,26323,25627,29284,24859,25400,23226,22101,23575,26326,25552,23225,25552,25664,24836,25619,25516,25572,25606,25710,29374,25725,25725,22313,22078,23898,25701,25665,25609,25608,29579,25621,25538,0,26210,98115,25706,25551,25950,29425,25580,25708,25708,25948,25788,25569,25394,25736,25579,25579,25825,25825,25825,29570,26362,26362,25854,25826,25826,25826,25826,25825,25825,25825,25825,25826,25826,25825,25853,25825,25825,25860,25860,26679,22072,22071,25738,23353
SIML_2019_02,26724,21723,23084,23080,152,22674,21724,23080,21725,147,21737,31130,23085,23878,21302,30848,21770,21716,21707,26234,26728,23061,21754,21779,26233,21779,21276,21725,22671,22077,22707,21704,21722,21775,23878,21780,23076,23820,23871,21770,30813,21736,26324,22173,26232,26317,26317,21770,21785,26232,26315,23080,30912,146,21723,30863,23070,22506,22505,23762,21737,21262,23770,23761,22654,22654,21806,22896,22654,21790,30755,23826,23766,26342,26335,26719,22657,21719,26341,21719,22631,23870,21781,21733,21740,21771,22675,30815,21297,21297,25913,26315,26810,22668,22632,21772,21771,30934,21783,21706,26210,0,98218,22673,21718,22166,30778,21748,22677,22677,21823,22759,21737,23762,23080,21747,21747,21996,21996,21996,30830,24144,24144,23002,21997,21997,21997,21997,21996,21996,21996,21996,21997,21997,21996,23001,21996,21996,23012,23012,23918,26323,26322,22250,26231
SIML_2019_03,97961,98379,98324,98320,98213,98333,98380,98320,98379,98204,98361,98283,98323,98075,98340,98196,98434,98372,98363,98204,97967,98305,98420,98439,98203,98439,98312,98379,98328,98176,98217,98361,98220,98437,98075,98440,98324,98082,98068,98426,97992,98231,98345,97893,98202,98326,98338,98424,98445,98202,98324,98320,98356,98205,98380,98215,98306,98160,98159,98224,98362,98304,98229,98223,98224,98224,98464,98612,98224,98454,97840,98088,98232,97770,98353,97959,98227,98375,97769,98375,98288,98069,98439,98228,98365,98429,98334,97994,98335,98335,97987,98324,97956,98324,98289,98436,98433,97954,98441,98362,98115,98218,0,98330,98374,98096,98225,98374,98336,98336,98427,98394,98362,98224,98320,98372,98372,98643,98643,98643,98202,97877,97877,98192,98644,98644,98644,98644,98643,98643,98643,98643,98644,98644,98643,98191,98643,98643,98152,98152,98218,98344,98331,98328,98201
SIML_2019_04,26168,22246,22780,22776,22669,57,22245,22776,22244,22662,22261,31430,22779,23809,22465,31086,22295,22238,22228,25967,26172,22759,22277,22300,25966,22312,22434,22244,36,21978,22798,22227,21794,22300,23809,22313,22773,23742,23802,22291,31230,21808,25940,22545,25965,25933,25933,22291,22306,25965,25931,22776,30977,22661,22246,31103,22767,22536,22535,23532,22261,22424,23538,23531,23068,23068,22328,22934,23068,22315,30981,23748,23536,26029,25951,26163,23071,22241,26028,22241,240,23803,22314,21800,22264,22292,78,31232,22460,22460,25780,25931,26475,45,243,22297,22296,31288,22316,22227,25706,22673,98330,0,22240,22653,31145,22274,70,70,22348,163,22261,23532,22776,22271,22271,22516,22516,22516,31063,23881,23881,22633,22517,22517,22517,22517,22516,22516,22516,22516,22517,22517,22516,22632,22516,22516,22639,22639,24033,25939,25938,22149,25964
SIML_2019_05,26005,41,22540,22536,21715,22240,40,22536,195,21710,295,31288,22539,23746,21676,31087,296,4,176,25731,26009,22517,287,301,25730,309,21644,42,22238,21057,22022,175,11954,301,23746,310,22542,23697,23739,292,31068,11968,25935,20986,25729,25918,25928,292,307,25729,25926,22536,31051,21709,39,31112,22527,21725,21724,22354,295,21631,22362,22353,22600,22600,328,21926,22600,316,31061,23703,22358,25879,25948,26000,22603,1,25878,1,22199,23740,311,11963,298,295,22242,31070,21673,21673,25810,25916,26375,22235,22200,298,297,31173,313,175,25551,21718,98374,22240,0,21147,31073,308,22244,22244,6983,22326,295,22354,22536,305,305,525,525,525,31080,23738,23738,22671,526,526,526,526,525,525,525,525,526,526,525,22670,525,525,22703,22703,23751,25934,25933,21304,25728
SIML_2019_06,26419,21150,23124,23120,22161,22656,21149,23120,21152,22154,21159,31389,23123,23672,22182,31051,21201,21145,21133,25982,26421,23101,21183,21206,25981,21214,22150,21150,22651,21449,22324,21130,21114,21206,23672,21215,23116,23622,23665,21197,31141,21128,26077,21851,25980,26070,26070,21197,21212,25980,26068,23120,30974,22153,21152,31065,23104,22152,22151,23140,21159,22139,23146,23139,22737,22737,21232,21334,22737,21221,30971,23628,23144,25976,26090,26412,22740,21148,25975,21148,22608,23666,21216,21123,21162,21200,22655,31143,22179,22179,25899,26068,26552,22648,22609,21203,21202,31353,21218,21132,25950,22166,98096,22653,21147,0,30887,21172,22657,22657,21365,22739,21159,23140,23120,21169,21169,21423,21423,21423,30993,24174,24174,22543,21424,21424,21424,21424,21423,21423,21423,21423,21424,21424,21423,22542,21423,21423,22500,22500,23990,26076,26075,21010,25979
SIML_2019_07,28579,31081,30763,30759,30776,31148,31080,30759,31078,30771,31091,19008,30762,30420,30852,19095,31125,31071,31060,29164,28581,30742,31120,31130,29163,31140,30827,31079,31143,30668,30660,31059,30917,31128,30420,31141,30767,30407,30413,31121,19226,30931,29172,30815,29162,29153,29163,31119,31136,29162,29161,30759,19185,30770,31079,19119,30746,31136,31135,30535,31089,30813,30541,30534,31167,31167,31156,31171,31167,31145,19253,30411,30541,28822,29183,28572,31170,31074,28821,31074,31103,30414,31142,30926,31092,31124,31146,19228,30849,30849,28900,29151,28407,31140,31104,31127,31126,18626,31144,31059,29425,30778,98225,31145,31073,30887,0,31100,31147,31147,31252,31224,31089,30535,30759,31099,31099,31341,31341,31341,19075,31166,31166,30867,31342,31342,31342,31342,31341,31341,31341,31341,31342,31342,31341,30866,31341,31341,30836,30836,31313,29171,29170,30906,29161
SIML_2019_08,26031,315,22570,22566,21745,22274,314,22566,313,21740,47,31322,22569,23772,21703,31113,360,306,294,25761,26035,22547,351,365,25760,375,21671,316,22272,21083,22050,293,11983,365,23772,376,22572,23723,23765,356,31101,11997,25967,21017,25759,25950,25960,356,371,25759,25958,22566,31082,21739,313,31138,22557,21756,21755,22381,33,21658,22389,22380,22625,22625,392,21952,22625,380,31092,23729,22385,25910,25980,26026,22628,309,25909,309,22233,23766,377,11992,36,359,22276,31103,21700,21700,25841,25948,26408,22269,22234,362,361,31201,379,293,25580,21748,98374,22274,308,21172,31100,0,22278,22278,7017,22360,33,22381,22566,43,43,589,589,589,31105,23768,23768,22699,590,590,590,590,589,589,589,589,590,590,589,22698,589,589,22731,22731,23756,25966,25965,21338,25758
SIML_2019_09,26172,22250,22784,22780,22673,73,22249,22780,22248,22666,22265,31432,22783,23813,22467,31090,22299,22242,22232,25969,26176,22763,22281,22304,25968,22316,22436,22248,68,21982,22802,22231,21798,22304,23813,22317,22777,23746,23806,22295,31232,21812,25944,22547,25967,25937,25937,22295,22310,25967,25935,22780,30979,22665,22250,31107,22771,22542,22541,23536,22265,22426,23542,23535,23072,23072,22332,22938,23072,22319,30985,23752,23540,26033,25955,26167,23075,22245,26032,22245,244,23807,22318,21804,22268,22296,84,31234,22462,22462,25784,25935,26480,65,247,22301,22300,31293,22320,22231,25708,22677,98336,70,22244,22657,31147,22278,0,0,22352,168,22265,23536,22780,22275,22275,22520,22520,22520,31067,23885,23885,22637,22521,22521,22521,22521,22520,22520,22520,22520,22521,22521,22520,22636,22520,22520,22643,22643,24037,25943,25942,22153,25966
